Order ID,Customer Name,Product,Category,Order Date,Quantity,Price,Total
ORD02446,Kristin Martinez,LED Monitor,Electronics,2024-11-07,2,200,400
ORD02447,Lorraine Mueller,Headphones,Electronics,2025-02-21,1,100,100
ORD02448,Kristy Floyd,Laptop,Electronics,2023-07-17,1,800,800
ORD02449,Stephanie Rogers,Desk Chair,Furniture,2023-02-23,4,150,600
ORD02450,Elizabeth Mckinney,Laptop,Electronics,2025-05-10,3,800,2400
ORD02451,Christopher Villegas,Coffee Maker,Home Appliance,2024-01-03,4,70,280
ORD02452,Thomas Benson,LED Monitor,Electronics,2023-11-25,2,200,400
ORD02453,Jonathan Johnson,Office Desk,Furniture,2024-11-13,1,300,300
ORD02454,Jennifer Stanley,Water Bottle,Accessories,2023-01-11,2,20,40
ORD02455,Laura Dennis,Smartphone,Electronics,2024-12-05,5,600,3000
ORD02456,Sharon Miller,Water Bottle,Accessories,2022-06-29,3,20,60
ORD02457,Kevin Wilson,Water Bottle,Accessories,2024-11-21,4,20,80
ORD02458,Joseph Thomas,Laptop,Electronics,2023-12-17,2,800,1600
ORD02459,Angela Sullivan,Backpack,Accessories,2025-02-07,3,50,150
ORD02460,Adrian Vasquez,LED Monitor,Electronics,2025-01-01,4,200,800
ORD02461,Mary Austin,Backpack,Accessories,2023-08-29,3,50,150
ORD02462,Christopher Gray,Backpack,Accessories,2024-08-19,4,50,200
ORD02463,Tracy Stark,Backpack,Accessories,2025-04-30,3,50,150
ORD02464,Jennifer Grant,Coffee Maker,Home Appliance,2023-12-03,4,70,280
ORD02465,Heather Brown,Laptop,Electronics,2022-10-10,1,800,800
ORD02466,Stephen Hanson DDS,Desk Chair,Furniture,2023-12-11,3,150,450
ORD02467,Dr. Michael Greene,Office Desk,Furniture,2022-09-05,3,300,900
ORD02468,Robert Ramsey,LED Monitor,Electronics,2023-11-28,4,200,800
ORD02469,James Jones,Water Bottle,Accessories,2023-02-13,4,20,80
ORD02470,Ronald Farmer,Smartphone,Electronics,2023-11-06,5,600,3000
ORD02471,Seth Fields,Headphones,Electronics,2022-12-05,2,100,200
ORD02472,John Hansen,Backpack,Accessories,2022-11-08,1,50,50
ORD02473,Bruce Steele,Coffee Maker,Home Appliance,2024-04-16,2,70,140
ORD02474,Donald Ward,Water Bottle,Accessories,2024-06-22,2,20,40
ORD02475,Candace Shepherd,Water Bottle,Accessories,2023-06-30,5,20,100
ORD02476,Christopher Jordan,Desk Chair,Furniture,2024-05-12,4,150,600
ORD02477,Brent Kelley,Water Bottle,Accessories,2023-04-30,2,20,40
ORD02478,Jennifer Bender,Smartphone,Electronics,2023-05-04,5,600,3000
ORD02479,Chad Nguyen,Tablet,Electronics,2024-07-02,4,350,1400
ORD02480,Michael Lewis,Water Bottle,Accessories,2024-01-04,4,20,80
ORD02481,Spencer Larson,Backpack,Accessories,2025-03-25,4,50,200
ORD02482,Danielle Stevens,Water Bottle,Accessories,2023-09-25,2,20,40
ORD02483,Sandra Oliver,Headphones,Electronics,2023-09-22,5,100,500
ORD02484,Annette Romero,Headphones,Electronics,2023-09-02,3,100,300
ORD02485,Emily Rogers,Coffee Maker,Home Appliance,2025-02-12,3,70,210
ORD02486,Regina Rivera,Water Bottle,Accessories,2024-06-24,4,20,80
ORD02487,Heather Middleton,LED Monitor,Electronics,2025-02-01,3,200,600
ORD02488,Carlos Meyers,Desk Chair,Furniture,2023-04-08,5,150,750
ORD02489,Adrian Byrd,Desk Chair,Furniture,2025-03-23,1,150,150
ORD02490,Brian Reyes,Smartphone,Electronics,2023-10-24,1,600,600
ORD02491,Leslie Erickson,Laptop,Electronics,2025-05-07,5,800,4000
ORD02492,Tammy Brown,Backpack,Accessories,2025-04-11,4,50,200
ORD02493,Marcus Lewis,Headphones,Electronics,2023-03-09,1,100,100
ORD02494,Jeffrey Summers,Desk Chair,Furniture,2024-12-09,4,150,600
ORD02495,Autumn Butler,Tablet,Electronics,2024-10-29,3,350,1050
ORD02496,Anthony Zavala,Smartphone,Electronics,2024-03-16,2,600,1200
ORD02497,Philip Warren,Headphones,Electronics,2023-01-19,3,100,300
ORD02498,Carolyn Johnson,Coffee Maker,Home Appliance,2024-10-11,3,70,210
ORD02499,Suzanne Torres,Smartphone,Electronics,2022-09-09,4,600,2400
ORD02500,Kimberly Smith,Office Desk,Furniture,2024-12-10,3,300,900
ORD02501,Susan Hahn,Desk Chair,Furniture,2024-07-02,2,150,300
ORD02502,Marcus Curry,Laptop,Electronics,2024-02-20,4,800,3200
ORD02503,Melissa Diaz,Office Desk,Furniture,2024-09-01,5,300,1500
ORD02504,Frank Underwood,Water Bottle,Accessories,2024-05-30,2,20,40
ORD02505,Robert Evans,LED Monitor,Electronics,2024-11-01,5,200,1000
ORD02506,Carlos King,Desk Chair,Furniture,2023-02-23,2,150,300
ORD02507,Linda Cox,LED Monitor,Electronics,2024-10-05,5,200,1000
ORD02508,George Gomez,Backpack,Accessories,2022-12-18,5,50,250
ORD02509,Andrea Hall,Backpack,Accessories,2025-01-21,4,50,200
ORD02510,Glenda Smith,Coffee Maker,Home Appliance,2024-09-04,5,70,350
ORD02511,Amanda Williams,Backpack,Accessories,2025-01-23,1,50,50
ORD02512,Jacqueline Love,Office Desk,Furniture,2022-06-02,1,300,300
ORD02513,Sonya Frey,Desk Chair,Furniture,2024-07-12,3,150,450
ORD02514,Mr. John Johnson II,Laptop,Electronics,2024-06-08,2,800,1600
ORD02515,Catherine Gray,Water Bottle,Accessories,2024-11-11,1,20,20
ORD02516,Nicole Thomas,Smartphone,Electronics,2025-04-07,3,600,1800
ORD02517,Marc Greer,Water Bottle,Accessories,2025-03-26,2,20,40
ORD02518,Amanda Hernandez,Laptop,Electronics,2022-09-03,5,800,4000
ORD02519,Stephanie Smith,Tablet,Electronics,2023-12-15,3,350,1050
ORD02520,Austin Weaver,Water Bottle,Accessories,2024-10-04,5,20,100
ORD02521,Meghan Brown MD,Coffee Maker,Home Appliance,2024-09-03,5,70,350
ORD02522,Francisco Clark,Laptop,Electronics,2022-12-19,2,800,1600
ORD02523,Jessica Ramirez,Headphones,Electronics,2024-07-19,2,100,200
ORD02524,Jennifer Pena,Laptop,Electronics,2023-01-17,4,800,3200
ORD02525,Samuel Ochoa,LED Monitor,Electronics,2022-08-16,2,200,400
ORD02526,David Sparks,Smartphone,Electronics,2023-09-04,5,600,3000
ORD02527,Keith Ramirez,Tablet,Electronics,2023-11-08,4,350,1400
ORD02528,James Walsh,LED Monitor,Electronics,2024-10-08,1,200,200
ORD02529,Kathy Wong,Backpack,Accessories,2023-04-27,2,50,100
ORD02530,Keith Mathis,Laptop,Electronics,2024-01-11,2,800,1600
ORD02531,Adam Rivers,LED Monitor,Electronics,2022-11-19,1,200,200
ORD02532,Troy Davis,Smartphone,Electronics,2024-07-31,2,600,1200
ORD02533,Mitchell Andrade MD,Desk Chair,Furniture,2023-02-01,5,150,750
ORD02534,Hannah Knox,Water Bottle,Accessories,2022-07-09,3,20,60
ORD02535,David Wood,LED Monitor,Electronics,2024-08-14,4,200,800
ORD02536,Brandon Jacobs,Office Desk,Furniture,2024-06-23,2,300,600
ORD02537,Robert Gibson,Smartphone,Electronics,2023-10-02,3,600,1800
ORD02538,Stuart Johnson,LED Monitor,Electronics,2023-06-24,4,200,800
ORD02539,Oscar Lewis,LED Monitor,Electronics,2024-06-26,3,200,600
ORD02540,Matthew Knight,Coffee Maker,Home Appliance,2022-09-27,5,70,350
ORD02541,Jennifer Farmer,Headphones,Electronics,2024-03-02,1,100,100
ORD02542,Eric Melton,Backpack,Accessories,2025-02-17,2,50,100
ORD02543,Kevin Jackson,Headphones,Electronics,2023-04-13,4,100,400
ORD02544,Kyle Robbins,Water Bottle,Accessories,2022-07-31,4,20,80
ORD02545,Elizabeth Meyers,Coffee Maker,Home Appliance,2023-07-29,2,70,140
ORD02546,Tiffany Lee,Desk Chair,Furniture,2022-10-01,3,150,450
ORD02547,Lisa Robles,Desk Chair,Furniture,2023-10-17,4,150,600
ORD02548,Dr. Cassidy Molina,Tablet,Electronics,2024-03-15,2,350,700
ORD02549,Sheri Lam,Laptop,Electronics,2025-05-01,4,800,3200
ORD02550,John Sharp,Laptop,Electronics,2024-07-08,3,800,2400
ORD02551,Shannon Simpson,Smartphone,Electronics,2025-03-19,2,600,1200
ORD02552,Breanna Conley,Coffee Maker,Home Appliance,2025-03-15,3,70,210
ORD02553,Donald Luna,Tablet,Electronics,2023-06-04,3,350,1050
ORD02554,James Brown,Headphones,Electronics,2022-08-09,5,100,500
ORD02555,Rhonda Jenkins,Tablet,Electronics,2023-07-10,2,350,700
ORD02556,Alexander Orr,Headphones,Electronics,2024-09-02,4,100,400
ORD02557,Tanya Powell,Backpack,Accessories,2023-09-13,5,50,250
ORD02558,Cheryl Boyd,LED Monitor,Electronics,2024-08-28,1,200,200
ORD02559,Mrs. Angela Kennedy,Headphones,Electronics,2025-03-30,2,100,200
ORD02560,Lori Martin,Desk Chair,Furniture,2022-05-23,1,150,150
ORD02561,Shelia Mack,Tablet,Electronics,2025-01-03,5,350,1750
ORD02562,Samuel Velazquez,Desk Chair,Furniture,2023-02-09,3,150,450
ORD02563,Mr. John Martin,Coffee Maker,Home Appliance,2023-10-20,3,70,210
ORD02564,Curtis Nunez,Office Desk,Furniture,2025-01-29,2,300,600
ORD02565,Matthew Alexander,Smartphone,Electronics,2022-05-23,5,600,3000
ORD02566,Jeremy Perez,Laptop,Electronics,2025-02-27,2,800,1600
ORD02567,Ryan Serrano,Headphones,Electronics,2022-08-20,2,100,200
ORD02568,Whitney Williams,Tablet,Electronics,2024-05-11,4,350,1400
ORD02569,Theodore White II,Headphones,Electronics,2023-02-14,4,100,400
ORD02570,Thomas Mcdonald,Backpack,Accessories,2024-07-15,1,50,50
ORD02571,Jessica Snow,Smartphone,Electronics,2024-07-27,4,600,2400
ORD02572,Laura Smith,Headphones,Electronics,2022-05-14,2,100,200
ORD02573,Rachel Shelton,Water Bottle,Accessories,2024-09-17,1,20,20
ORD02574,Lindsey Anderson,Headphones,Electronics,2022-06-28,5,100,500
ORD02575,Sean Martin,Backpack,Accessories,2023-10-01,5,50,250
ORD02576,James Haynes,Smartphone,Electronics,2024-03-20,5,600,3000
ORD02577,Amanda Garcia,Headphones,Electronics,2023-10-27,1,100,100
ORD02578,Diana Ramirez,Desk Chair,Furniture,2022-10-01,5,150,750
ORD02579,Melissa Byrd,Laptop,Electronics,2023-09-29,5,800,4000
ORD02580,Lori Powell,Desk Chair,Furniture,2023-10-06,5,150,750
ORD02581,Hannah Williams,LED Monitor,Electronics,2022-09-30,5,200,1000
ORD02582,Holly Bruce,Water Bottle,Accessories,2024-03-05,2,20,40
ORD02583,Lawrence Pena,LED Monitor,Electronics,2023-04-02,5,200,1000
ORD02584,Edward Martin,LED Monitor,Electronics,2024-09-15,5,200,1000
ORD02585,Matthew Collins,Laptop,Electronics,2025-03-15,1,800,800
ORD02586,Kaitlin Carey,Tablet,Electronics,2024-08-17,3,350,1050
ORD02587,Stephanie Nichols,Office Desk,Furniture,2023-08-19,3,300,900
ORD02588,Benjamin Mcdaniel,Office Desk,Furniture,2024-07-01,2,300,600
ORD02589,Robert Carson,Headphones,Electronics,2023-12-05,5,100,500
ORD02590,William Guzman,Water Bottle,Accessories,2023-07-28,2,20,40
ORD02591,Sarah Smith,Smartphone,Electronics,2023-09-05,4,600,2400
ORD02592,James Novak,Headphones,Electronics,2022-10-26,2,100,200
ORD02593,Joseph Lopez,Headphones,Electronics,2022-10-21,4,100,400
ORD02594,Erin Brown,Headphones,Electronics,2023-07-25,1,100,100
ORD02595,Lisa Taylor,Smartphone,Electronics,2023-11-04,5,600,3000
ORD02596,Steven Thomas,Backpack,Accessories,2023-10-14,5,50,250
ORD02597,John Brooks,Water Bottle,Accessories,2024-07-19,2,20,40
ORD02598,Mrs. Grace Nichols,Tablet,Electronics,2022-12-10,5,350,1750
ORD02599,Trevor Hart,Water Bottle,Accessories,2024-06-22,4,20,80
ORD02600,Sarah Hernandez,Tablet,Electronics,2022-06-23,4,350,1400
ORD02601,Jason Stone,Coffee Maker,Home Appliance,2024-09-21,1,70,70
ORD02602,Joseph Bennett,Smartphone,Electronics,2024-01-05,2,600,1200
ORD02603,Chelsea Sanchez,Office Desk,Furniture,2023-02-26,3,300,900
ORD02604,Kerri Stevens,LED Monitor,Electronics,2023-05-04,5,200,1000
ORD02605,Tammy Allen,Water Bottle,Accessories,2023-04-30,3,20,60
ORD02606,Michelle Russell,Backpack,Accessories,2024-04-13,4,50,200
ORD02607,Pamela Peterson,Backpack,Accessories,2023-11-02,3,50,150
ORD02608,Adrian Boone,Backpack,Accessories,2022-06-02,1,50,50
ORD02609,Ronald Garcia,Water Bottle,Accessories,2024-01-24,2,20,40
ORD02610,Melvin Cook,Backpack,Accessories,2024-10-18,2,50,100
ORD02611,Brittany Hoffman,Smartphone,Electronics,2022-05-15,3,600,1800
ORD02612,Patrick Gomez,Desk Chair,Furniture,2024-10-15,2,150,300
ORD02613,Melissa Blair,Office Desk,Furniture,2024-03-03,2,300,600
ORD02614,William Phillips,Water Bottle,Accessories,2022-12-31,1,20,20
ORD02615,Lindsey Ho,Coffee Maker,Home Appliance,2024-02-18,2,70,140
ORD02616,Mrs. Julia Reid DVM,Laptop,Electronics,2024-06-08,2,800,1600
ORD02617,Karen Cook,Tablet,Electronics,2022-12-07,2,350,700
ORD02618,Karen Petersen,Laptop,Electronics,2024-09-08,5,800,4000
ORD02619,Kimberly Vaughn,Office Desk,Furniture,2022-11-10,3,300,900
ORD02620,Brenda Williams,Water Bottle,Accessories,2022-09-22,1,20,20
ORD02621,Lori Harrison,Tablet,Electronics,2023-05-23,1,350,350
ORD02622,Sandra Martinez,Coffee Maker,Home Appliance,2023-05-10,5,70,350
ORD02623,Diana Ochoa,Coffee Maker,Home Appliance,2023-10-31,3,70,210
ORD02624,Julie Harris,Tablet,Electronics,2022-07-18,3,350,1050
ORD02625,Marissa Stewart,Smartphone,Electronics,2025-03-08,4,600,2400
ORD02626,Madison Patton,Water Bottle,Accessories,2024-11-22,4,20,80
ORD02627,Kenneth Martinez,LED Monitor,Electronics,2025-04-08,5,200,1000
ORD02628,Christopher Williams,Smartphone,Electronics,2025-01-30,3,600,1800
ORD02629,Brandi Brown,Office Desk,Furniture,2025-02-26,3,300,900
ORD02630,Lauren White,Headphones,Electronics,2024-07-04,2,100,200
ORD02631,Gregory Esparza,Laptop,Electronics,2022-11-13,4,800,3200
ORD02632,Sheila Wright,LED Monitor,Electronics,2024-12-12,2,200,400
ORD02633,Caitlin Vaughan,Headphones,Electronics,2023-01-14,4,100,400
ORD02634,Laurie Burgess,Headphones,Electronics,2023-06-21,1,100,100
ORD02635,Sydney Patel,Headphones,Electronics,2024-07-20,1,100,100
ORD02636,Jesus Wright,Backpack,Accessories,2024-09-01,4,50,200
ORD02637,Edwin Castillo,Laptop,Electronics,2023-12-19,3,800,2400
ORD02638,John Turner,Laptop,Electronics,2023-03-11,3,800,2400
ORD02639,David Carey,Water Bottle,Accessories,2022-12-30,2,20,40
ORD02640,Walter Tucker,Desk Chair,Furniture,2023-02-26,3,150,450
ORD02641,Kimberly Bonilla,Tablet,Electronics,2024-07-09,2,350,700
ORD02642,Chad Freeman,Backpack,Accessories,2023-05-25,5,50,250
ORD02643,Joseph Hicks DDS,Backpack,Accessories,2022-12-31,2,50,100
ORD02644,Rebecca Young,Tablet,Electronics,2024-11-19,2,350,700
ORD02645,Thomas Charles,Tablet,Electronics,2022-09-11,4,350,1400
ORD02646,Christopher Robinson,Headphones,Electronics,2022-07-23,5,100,500
ORD02647,Jesus Salas,Smartphone,Electronics,2022-11-13,4,600,2400
ORD02648,Joseph Lopez,Desk Chair,Furniture,2024-02-13,2,150,300
ORD02649,James Shepherd,Office Desk,Furniture,2023-08-31,4,300,1200
ORD02650,Veronica Bush,Office Desk,Furniture,2025-01-19,4,300,1200
ORD02651,Michael Collins,Laptop,Electronics,2023-03-29,2,800,1600
ORD02652,Leslie Whitehead,LED Monitor,Electronics,2023-01-17,5,200,1000
ORD02653,Jill Robles,Desk Chair,Furniture,2022-06-20,2,150,300
ORD02654,Kenneth Thompson,Headphones,Electronics,2025-02-01,3,100,300
ORD02655,Martin Manning,Office Desk,Furniture,2023-10-08,4,300,1200
ORD02656,Amanda Sanford,Desk Chair,Furniture,2023-07-07,3,150,450
ORD02657,Gregory Powell,Tablet,Electronics,2024-04-08,2,350,700
ORD02658,Michael Collins,Office Desk,Furniture,2023-04-27,2,300,600
ORD02659,Catherine Jordan,Laptop,Electronics,2022-09-04,2,800,1600
ORD02660,Dan Garcia,Laptop,Electronics,2022-06-26,4,800,3200
ORD02661,Jeremy Vaughn,Smartphone,Electronics,2024-05-13,4,600,2400
ORD02662,Pamela Taylor,Backpack,Accessories,2025-01-04,3,50,150
ORD02663,Desiree Wilson,Headphones,Electronics,2025-04-06,5,100,500
ORD02664,Natalie Gonzales,Headphones,Electronics,2023-08-05,5,100,500
ORD02665,Jeffrey Chapman,Laptop,Electronics,2022-12-18,2,800,1600
ORD02666,Joseph King,LED Monitor,Electronics,2023-02-26,5,200,1000
ORD02667,Cynthia Herrera,Desk Chair,Furniture,2025-01-16,3,150,450
ORD02668,Stephanie Dickson,Laptop,Electronics,2024-11-24,2,800,1600
ORD02669,Ryan Zimmerman,Desk Chair,Furniture,2024-04-02,5,150,750
ORD02670,Diane May,Water Bottle,Accessories,2023-07-22,1,20,20
ORD02671,Robert Munoz,Water Bottle,Accessories,2023-04-29,4,20,80
ORD02672,Melissa Barr,Office Desk,Furniture,2025-04-10,3,300,900
ORD02673,John Robinson,Backpack,Accessories,2024-08-02,2,50,100
ORD02674,James Myers,Tablet,Electronics,2024-05-22,1,350,350
ORD02675,Donald Mcgrath,LED Monitor,Electronics,2024-03-27,4,200,800
ORD02676,Kristin Price,LED Monitor,Electronics,2024-08-19,4,200,800
ORD02677,Crystal Barber,Coffee Maker,Home Appliance,2022-11-29,2,70,140
ORD02678,William Morales,Backpack,Accessories,2023-05-23,1,50,50
ORD02679,Christina Reyes,Smartphone,Electronics,2023-12-07,1,600,600
ORD02680,Rachel Castillo,Laptop,Electronics,2024-04-06,1,800,800
ORD02681,Erica Scott,Backpack,Accessories,2024-09-22,5,50,250
ORD02682,Jeffrey Wilson,Desk Chair,Furniture,2022-12-01,5,150,750
ORD02683,Ryan Cole,Tablet,Electronics,2023-08-02,1,350,350
ORD02684,Stacey Harris,Smartphone,Electronics,2023-02-01,2,600,1200
ORD02685,Danielle Rivera,Coffee Maker,Home Appliance,2022-09-19,3,70,210
ORD02686,Melanie Chavez,Smartphone,Electronics,2022-05-23,3,600,1800
ORD02687,Taylor Schneider,Tablet,Electronics,2024-05-21,5,350,1750
ORD02688,Rachel Chavez,Tablet,Electronics,2022-12-20,5,350,1750
ORD02689,Michelle Harrell,Coffee Maker,Home Appliance,2023-01-30,4,70,280
ORD02690,Dr. Richard Morgan,Smartphone,Electronics,2023-06-10,3,600,1800
ORD02691,Karina Gates,Coffee Maker,Home Appliance,2023-10-30,3,70,210
ORD02692,Tim Cortez,Smartphone,Electronics,2024-06-20,2,600,1200
ORD02693,Charles Jones,Smartphone,Electronics,2023-04-18,1,600,600
ORD02694,Thomas Stephens,Smartphone,Electronics,2023-06-30,2,600,1200
ORD02695,Jeremy Campbell,LED Monitor,Electronics,2023-02-22,1,200,200
ORD02696,Denise James,Office Desk,Furniture,2022-08-25,2,300,600
ORD02697,Stephanie Smith,Laptop,Electronics,2024-11-09,2,800,1600
ORD02698,Brett Forbes,Coffee Maker,Home Appliance,2024-09-19,3,70,210
ORD02699,Douglas Townsend,Backpack,Accessories,2024-12-29,1,50,50
ORD02700,Richard Bailey,Backpack,Accessories,2024-06-09,5,50,250
ORD02701,Amanda Mitchell,Headphones,Electronics,2022-07-02,4,100,400
ORD02702,Joshua Torres,Laptop,Electronics,2023-03-14,1,800,800
ORD02703,Joseph Alvarado,Headphones,Electronics,2024-08-09,3,100,300
ORD02704,Kimberly Schmidt,Coffee Maker,Home Appliance,2022-07-10,4,70,280
ORD02705,Diane Martin,Backpack,Accessories,2024-11-09,4,50,200
ORD02706,Jordan Hopkins,Smartphone,Electronics,2024-01-05,2,600,1200
ORD02707,Paul Welch,Headphones,Electronics,2022-05-16,2,100,200
ORD02708,David Clements,Office Desk,Furniture,2024-04-20,4,300,1200
ORD02709,Patricia Lewis,Tablet,Electronics,2025-05-11,5,350,1750
ORD02710,Michael Mendoza,LED Monitor,Electronics,2022-06-19,2,200,400
ORD02711,Sharon Lopez,Desk Chair,Furniture,2023-12-19,4,150,600
ORD02712,Jeffrey Davis,Desk Chair,Furniture,2022-09-19,2,150,300
ORD02713,Matthew Jones,LED Monitor,Electronics,2024-08-20,5,200,1000
ORD02714,Angela Mcdonald,Office Desk,Furniture,2024-04-13,2,300,600
ORD02715,Veronica Chang,Smartphone,Electronics,2022-07-26,3,600,1800
ORD02716,Lori Davis,Coffee Maker,Home Appliance,2023-06-10,5,70,350
ORD02717,Kelly Smith,Coffee Maker,Home Appliance,2023-04-10,1,70,70
ORD02718,Brianna Mercer,Laptop,Electronics,2024-10-13,1,800,800
ORD02719,Stephanie Kelly,Water Bottle,Accessories,2023-08-06,4,20,80
ORD02720,Anthony Gonzalez,Smartphone,Electronics,2024-07-26,1,600,600
ORD02721,Zachary Sullivan,Headphones,Electronics,2024-04-29,4,100,400
ORD02722,Mark Martin,Laptop,Electronics,2023-09-09,1,800,800
ORD02723,Megan Ponce,LED Monitor,Electronics,2023-08-28,4,200,800
ORD02724,Miguel James,Smartphone,Electronics,2022-06-27,1,600,600
ORD02725,Adam Weaver,LED Monitor,Electronics,2024-01-04,5,200,1000
ORD02726,Susan Evans,Water Bottle,Accessories,2022-10-10,3,20,60
ORD02727,Michelle Lloyd,Office Desk,Furniture,2025-02-13,2,300,600
ORD02728,Shelley Clark,LED Monitor,Electronics,2024-08-19,1,200,200
ORD02729,William Butler,Smartphone,Electronics,2022-11-19,1,600,600
ORD02730,Latoya Smith,Coffee Maker,Home Appliance,2023-02-27,2,70,140
ORD02731,Rachel Mcdonald,Laptop,Electronics,2025-04-21,5,800,4000
ORD02732,Alan Mitchell,Headphones,Electronics,2022-06-12,2,100,200
ORD02733,Gregory Ramirez,Headphones,Electronics,2024-05-24,3,100,300
ORD02734,Jose Farmer,Backpack,Accessories,2025-04-21,2,50,100
ORD02735,Jennifer Baker,LED Monitor,Electronics,2024-04-30,4,200,800
ORD02736,Joseph Johnson,Backpack,Accessories,2024-03-15,5,50,250
ORD02737,Christian Hobbs,Desk Chair,Furniture,2025-03-09,5,150,750
ORD02738,Meghan Murillo,Tablet,Electronics,2024-09-13,3,350,1050
ORD02739,James Pugh,Office Desk,Furniture,2023-02-02,3,300,900
ORD02740,Andrea Ramirez,Office Desk,Furniture,2023-09-28,1,300,300
ORD02741,Eugene Barnett,Water Bottle,Accessories,2024-08-26,4,20,80
ORD02742,Daniel Taylor,Water Bottle,Accessories,2023-03-19,4,20,80
ORD02743,Teresa Mercer,Backpack,Accessories,2024-02-21,5,50,250
ORD02744,Julie Rodriguez,Desk Chair,Furniture,2023-01-12,2,150,300
ORD02745,David Anderson,Smartphone,Electronics,2022-05-30,1,600,600
ORD02746,Dustin Cross,Office Desk,Furniture,2024-10-16,3,300,900
ORD02747,Bobby Carr,Desk Chair,Furniture,2023-03-09,1,150,150
ORD02748,Justin Smith,Tablet,Electronics,2023-10-16,1,350,350
ORD02749,Suzanne Cole,Coffee Maker,Home Appliance,2022-06-10,5,70,350
ORD02750,Jean Howard,Smartphone,Electronics,2024-10-17,3,600,1800
ORD02751,Andrew Lewis,Desk Chair,Furniture,2025-05-07,1,150,150
ORD02752,Christine Nguyen,Headphones,Electronics,2024-11-01,3,100,300
ORD02753,Richard Richards,Smartphone,Electronics,2025-03-03,2,600,1200
ORD02754,Martin Harris,Tablet,Electronics,2022-10-18,5,350,1750
ORD02755,Craig Adams,Backpack,Accessories,2023-05-22,3,50,150
ORD02756,Trevor Clark,Smartphone,Electronics,2025-01-24,5,600,3000
ORD02757,Donald Gomez,Tablet,Electronics,2023-05-23,4,350,1400
ORD02758,Christopher Burns,Headphones,Electronics,2025-04-03,5,100,500
ORD02759,Raymond Buck,Water Bottle,Accessories,2025-03-28,2,20,40
ORD02760,David Smith,Laptop,Electronics,2024-04-09,5,800,4000
ORD02761,Marissa Tucker DVM,Desk Chair,Furniture,2023-07-16,2,150,300
ORD02762,Michael Riley,Laptop,Electronics,2022-10-05,3,800,2400
ORD02763,Christina Smith,LED Monitor,Electronics,2024-09-25,1,200,200
ORD02764,Rebecca Hernandez,Laptop,Electronics,2023-02-18,2,800,1600
ORD02765,Madison Hanna DVM,Laptop,Electronics,2024-09-08,3,800,2400
ORD02766,Greg Olson,Desk Chair,Furniture,2023-07-19,1,150,150
ORD02767,Seth Hall,Smartphone,Electronics,2024-03-06,5,600,3000
ORD02768,Dr. Amanda Smith,Backpack,Accessories,2024-05-22,4,50,200
ORD02769,Alejandro Contreras,Smartphone,Electronics,2024-07-31,1,600,600
ORD02770,Rebecca Ellis,Water Bottle,Accessories,2022-08-24,3,20,60
ORD02771,Kristen Rocha,Smartphone,Electronics,2022-06-08,4,600,2400
ORD02772,Roberto Rosales,Headphones,Electronics,2023-09-21,2,100,200
ORD02773,Jaclyn Compton,Laptop,Electronics,2024-03-09,1,800,800
ORD02774,Melissa Lucero,Desk Chair,Furniture,2024-05-22,4,150,600
ORD02775,Justin Jackson,Office Desk,Furniture,2025-04-18,2,300,600
ORD02776,Erin Fuller,Office Desk,Furniture,2023-05-17,4,300,1200
ORD02777,Michael Hernandez,Office Desk,Furniture,2023-01-04,5,300,1500
ORD02778,Cindy Gutierrez,Desk Chair,Furniture,2023-11-09,1,150,150
ORD02779,Joshua Smith,Backpack,Accessories,2025-03-11,5,50,250
ORD02780,Robert Baxter,Smartphone,Electronics,2023-01-23,5,600,3000
ORD02781,Melissa Wu,Smartphone,Electronics,2024-10-02,5,600,3000
ORD02782,Melissa Walters,Desk Chair,Furniture,2024-02-01,4,150,600
ORD02783,Patricia Esparza,Office Desk,Furniture,2024-11-09,1,300,300
ORD02784,Timothy Adams,Smartphone,Electronics,2023-01-27,3,600,1800
ORD02785,Nathaniel Deleon,Headphones,Electronics,2023-08-30,5,100,500
ORD02786,Emily Lawrence,Water Bottle,Accessories,2023-06-05,5,20,100
ORD02787,Frank Sosa,Backpack,Accessories,2025-01-11,5,50,250
ORD02788,Chelsea Sims,Desk Chair,Furniture,2024-10-28,2,150,300
ORD02789,Madison Ramos,Backpack,Accessories,2022-08-28,3,50,150
ORD02790,Adam Smith,Desk Chair,Furniture,2024-12-13,1,150,150
ORD02791,Mary Elliott,Tablet,Electronics,2024-12-07,2,350,700
ORD02792,Tara Martin,Smartphone,Electronics,2022-12-27,5,600,3000
ORD02793,Emma Anderson,Tablet,Electronics,2022-12-18,5,350,1750
ORD02794,Diana Carney,LED Monitor,Electronics,2023-04-07,1,200,200
ORD02795,Rachel Campbell,Coffee Maker,Home Appliance,2024-06-07,3,70,210
ORD02796,Juan Sanchez,Desk Chair,Furniture,2024-01-18,5,150,750
ORD02797,Joshua Gutierrez,Headphones,Electronics,2024-07-04,3,100,300
ORD02798,Amy Porter,LED Monitor,Electronics,2024-03-27,5,200,1000
ORD02799,Paul Smith,Tablet,Electronics,2023-02-03,2,350,700
ORD02800,Debra Garcia,LED Monitor,Electronics,2023-09-21,1,200,200
ORD02801,Valerie Hoffman,Backpack,Accessories,2024-02-16,1,50,50
ORD02802,Teresa Bowman,Headphones,Electronics,2023-03-01,5,100,500
ORD02803,Joann Liu,Office Desk,Furniture,2025-02-18,2,300,600
